"Group","Run ID","metric","step","timestamp","value"
"EOPKGTopologyConditioned","","drift_window_macro_f1","255","1780899644294","0.9668350508924837"
"EOPKGTopologyConditioned","","drift_window_macro_f1","257","1780899644981","0.9671749310490454"
"EOPKGTopologyConditioned","","drift_window_macro_f1","259","1780899645664","0.9674129317715703"
"EOPKGTopologyConditioned","","drift_window_macro_f1","261","1780899646354","0.9672719415931903"
"EOPKGTopologyConditioned","","drift_window_macro_f1","262","1780899646700","0.9617152618405099"
"EOPKGTopologyConditioned","","drift_window_macro_f1","264","1780899647370","0.9618599834013107"
"EOPKGTopologyConditioned","","drift_window_macro_f1","266","1780899648187","0.961895745165298"
"EOPKGTopologyConditioned","","drift_window_macro_f1","267","1780899648482","0.9612673941470974"
"EOPKGTopologyConditioned","","drift_window_macro_f1","269","1780899649066","0.9610773089378355"
"EOPKGTopologyConditioned","","drift_window_macro_f1","271","1780899649701","0.9611720652957527"
"EOPKGTopologyConditioned","","drift_window_macro_f1","273","1780899650350","0.9665795209597167"
"EOPKGTopologyConditioned","","drift_window_macro_f1","274","1780899650624","0.9662580194996251"
"EOPKGTopologyConditioned","","drift_window_macro_f1","276","1780899651170","0.9670197039330402"
"EOPKGTopologyConditioned","","drift_window_macro_f1","278","1780899651695","0.9670596596625054"
"EOPKGTopologyConditioned","","drift_window_macro_f1","279","1780899652019","0.9671988062957049"
"EOPKGTopologyConditioned","","drift_window_macro_f1","281","1780899652695","0.9656235158593991"
"EOPKGTopologyConditioned","","drift_window_macro_f1","283","1780899653268","0.9648639485134983"
"EOPKGTopologyConditioned","","drift_window_macro_f1","284","1780899653565","0.9659526302811703"
"EOPKGTopologyConditioned","","drift_window_macro_f1","286","1780899654110","0.9659764874470944"
"EOPKGTopologyConditioned","","drift_window_macro_f1","288","1780899654736","0.966533144838879"
"EOPKGTopologyConditioned","","drift_window_macro_f1","290","1780899655353","0.9667826734124412"
"EOPKGTopologyConditioned","","drift_window_macro_f1","291","1780899655642","0.9663444452719563"
"EOPKGTopologyConditioned","","drift_window_macro_f1","293","1780899656366","0.9673039544011559"
"EOPKGTopologyConditioned","","drift_window_macro_f1","295","1780899657044","0.966735940110315"
"EOPKGTopologyConditioned","","drift_window_macro_f1","296","1780899657366","0.9665870735270952"
"EOPKGTopologyConditioned","","drift_window_macro_f1","298","1780899658161","0.9664360817026327"
"EOPKGTopologyConditioned","","drift_window_macro_f1","300","1780899658891","0.9667744894799446"
"EOPKGTopologyConditioned","","drift_window_macro_f1","302","1780899659561","0.9731398080249123"
"EOPKGTopologyConditioned","","drift_window_macro_f1","303","1780899659882","0.9725324335439731"
"EOPKGTopologyConditioned","","drift_window_macro_f1","305","1780899660552","0.9673393729237725"
"EOPKGTopologyConditioned","","drift_window_macro_f1","307","1780899661245","0.9674225926417521"
"EOPKGTopologyConditioned","","drift_window_macro_f1","308","1780899661534","0.9675310637629811"
"EOPKGTopologyConditioned","","drift_window_macro_f1","310","1780899662243","0.9615610635556087"
"EOPKGTopologyConditioned","","drift_window_macro_f1","312","1780899662912","0.9608118725485395"
"EOPKGTopologyConditioned","","drift_window_macro_f1","313","1780899663225","0.9607988440232436"
"EOPKGTopologyConditioned","","drift_window_macro_f1","315","1780899663796","0.9607954963222387"
"EOPKGTopologyConditioned","","drift_window_macro_f1","317","1780899664393","0.9591827720900237"
"EOPKGTopologyConditioned","","drift_window_macro_f1","319","1780899664986","0.965199539667788"
"EOPKGTopologyConditioned","","drift_window_macro_f1","320","1780899665272","0.9659661347472039"
"EOPKGTopologyConditioned","","drift_window_macro_f1","322","1780899665809","0.965971817743488"
"EOPKGTopologyConditioned","","drift_window_macro_f1","324","1780899666428","0.9646909411733363"
"EOPKGTopologyConditioned","","drift_window_macro_f1","325","1780899666766","0.965157610294502"
"EOPKGTopologyConditioned","","drift_window_macro_f1","327","1780899667338","0.9624180184039995"
"EOPKGTopologyConditioned","","drift_window_macro_f1","329","1780899667842","0.9310569892049377"
"EOPKGTopologyConditioned","","drift_window_macro_f1","331","1780899668341","0.8932040732419478"
"EOPKGTopologyConditioned","","drift_window_macro_f1","332","1780899668591","0.8909997732091844"
"EOPKGTopologyConditioned","","drift_window_macro_f1","334","1780899669095","0.8777410975964623"
"EOPKGTopologyConditioned","","drift_window_macro_f1","336","1780899669572","0.8678560466650276"
"EOPKGTopologyConditioned","","drift_window_macro_f1","337","1780899669801","0.864647145511476"
"EOPKGTopologyConditioned","","drift_window_macro_f1","339","1780899670262","0.8415196270712384"
"EOPKGTopologyConditioned","","drift_window_macro_f1","341","1780899670705","0.8425980975763185"
"EOPKGTopologyConditioned","","drift_window_macro_f1","342","1780899670949","0.8444262629110351"
"EOPKGTopologyConditioned","","drift_window_macro_f1","344","1780899671502","0.8538081440639438"
"EOPKGTopologyConditioned","","drift_window_macro_f1","346","1780899672191","0.8431716321187499"
"EOPKGTopologyConditioned","","drift_window_macro_f1","348","1780899672863","0.8394341905259459"
"EOPKGTopologyConditioned","","drift_window_macro_f1","349","1780899673160","0.8400484302705689"
"EOPKGTopologyConditioned","","drift_window_macro_f1","351","1780899673752","0.8413326234021995"
"EOPKGTopologyConditioned","","drift_window_macro_f1","353","1780899674347","0.8512384104367632"
"EOPKGTopologyConditioned","","drift_window_macro_f1","354","1780899674645","0.8459175382361881"
"EOPKGTopologyConditioned","","drift_window_macro_f1","356","1780899675230","0.8482241274551565"
"EOPKGTopologyConditioned","","drift_window_macro_f1","358","1780899675836","0.8565043898598843"
"EOPKGTopologyConditioned","","drift_window_macro_f1","360","1780899676454","0.8552882543151609"
"EOPKGTopologyConditioned","","drift_window_macro_f1","361","1780899676750","0.8543582584672264"
"EOPKGTopologyConditioned","","drift_window_macro_f1","363","1780899677368","0.8508647219997214"
"EOPKGTopologyConditioned","","drift_window_macro_f1","365","1780899678247","0.8501249525927402"
"EOPKGTopologyConditioned","","drift_window_macro_f1","366","1780899678682","0.8505172615548454"
"EOPKGTopologyConditioned","","drift_window_macro_f1","368","1780899679468","0.8536632566547325"
"EOPKGTopologyConditioned","","drift_window_macro_f1","370","1780899680240","0.8590643968587675"
"EOPKGTopologyConditioned","","drift_window_macro_f1","371","1780899680518","0.8545066572659747"
"EOPKGTopologyConditioned","","drift_window_macro_f1","373","1780899681120","0.853909276220657"
"EOPKGTopologyConditioned","","drift_window_macro_f1","375","1780899681745","0.851455539238836"
"EOPKGTopologyConditioned","","drift_window_macro_f1","377","1780899682339","0.8478388988151666"
